id_original,name,id
18215,Mainline Pictures,70969
1607,HBO Films,7429
1607,Savoy Pictures,11308
26391,Touchstone Pictures,9195
117553,Columbia Pictures,5
117553,Parkway Productions,1350
6075,Universal Pictures,33
6075,Epic Productions,1988
6075,Bregman/Baer Productions,11393
11310,Columbia Pictures,5
11310,Castle Rock Entertainment,97
18658,Metro-Goldwyn-Mayer (MGM),8411
9350,TriStar Pictures,559
9350,Canal+,5358
9350,Carolco Pictures,14723
9350,RCS Video,23246
9350,Cliffhanger Productions,45728
9350,Pioneer,45729
9612,Paramount Pictures,4
2124,Hollywood Pictures,915
2124,Cinergi Pictures Entertainment,1504
26261,TriStar Pictures,559
19176,Imagine Entertainment,23
19176,Universal Pictures,33
49299,Metro-Goldwyn-Mayer (MGM),8411
49299,Maverick Picture Company,36863
49299,Cecchi Gori Europa N.V.,36864
49299,Eye Productions,36865
49299,Pentamerica,68062
11566,Donner/Shuler-Donner Productions,5739
11566,Warner Bros.,6194
11566,Northern Lights Entertainment,8816
9571,Gramercy Pictures,37
9571,Alphaville Productions,6556
9571,The Criterion Collection,10932
9739,Silver Pictures,1885
9739,Warner Bros.,6194
24257,,
34444,Fine Line Features,8
26141,Metro-Goldwyn-Mayer (MGM),8411
10997,Beijing Film Studio,708
10997,China Film Co-Production Corporation,2269
10997,Maverick Picture Company,36863
50463,Orion Pictures,41
50463,Nelson Entertainment,365
10443,Spring Creek Productions,705
10443,Warner Bros.,6194
20239,,
16297,Spring Creek Productions,705
16297,Warner Bros.,6194
18551,Paramount Pictures,4
18551,Spring Creek Productions,705
18551,Mirage,19534
25440,Fine Line Features,8
9024,Universal Studios,13
9024,Imagine Entertainment,23
37233,Paramount Pictures,4
37233,Mirage Enterprises,932
37233,Davis Entertainment,1302
1634,Canal Plus,104
1634,Regency Enterprises,508
1634,Alcor Films,644
1634,Warner Bros.,6194
1634,Donner/Shuler-Donner Productions,23397
13815,Miramax Films,14
5503,Warner Bros.,6194
35588,Columbia Pictures,5
2087,Universal Pictures,33
2087,Largo Entertainment,1644
41579,Metro-Goldwyn-Mayer (MGM),8411
18620,Killer Films,1422
18620,The Samuel Goldwyn Company,8888
18620,Can I Watch,89521
18620,Islet,89522
18620,KPVI,89523
41006,Gramercy Pictures,37
4916,Hollywood Pictures,915
2019,Universal Pictures,33
2019,Renaissance Pictures,467
2019,Alphaville Films,11462
31642,Regency Enterprises,508
31642,Warner Bros.,6194
9255,Twentieth Century Fox Film Corporation,306
9255,Sidley Wright & Associates,11751
26271,Spelling Entertainment,272
26271,IRS Media,1930
26271,Republic Pictures (II),10348
10612,Miramax Films,14
10612,Parallax Pictures,983
2259,Det Danske Filminstitut,118
2259,Spring Creek Productions,705
2259,Eurimages,850
2259,Costa do Castelo Filmes,10598
2259,Neue Constantin Film,13096
2259,House of Spirits Film,33027
16097,,
11934,PolyGram Filmed Entertainment,1382
11934,Silver Pictures,1885
11934,Warner Bros.,6194
11934,Working Title Films,10163
11934,PolyGram Filmproduktion,23873
106143,Gracie Films,18
106143,Columbia Pictures Corporation,441
12475,Hollywood Pictures,915
9386,Castle Rock Entertainment,97
9386,Columbia Pictures Corporation,441
7984,Universal Pictures,33
7984,Hell's Kitchen Films,2307
59930,Touchstone Pictures,9195
15765,Touchstone Pictures,9195
31643,Paramount Pictures,4
31643,Baltimore Pictures,11407
6,Universal Pictures,33
6,Largo Entertainment,1644
6,JVC Entertainment Networks,4248
329,Universal Pictures,33
329,Amblin Entertainment,56
10909,Propaganda Films,278
10909,Kouf/Bigelow Productions,3589
507,Live Entertainment,285
34024,Gramercy Pictures,37
29918,Paramount Pictures,4
9593,Columbia Pictures Corporation,441
9593,Oak Productions,55528
42580,Touchstone Pictures,9195
22317,Savoy Pictures,11308
1413,Geffen Pictures,360
1413,Warner Bros.,6194
12121,Regency Enterprises,508
12121,Warner Bros.,6194
2246,Columbia Pictures,5
2246,New Line Cinema,12
2246,Castle Rock Entertainment,97
2246,Nelvana Limited,1023
10502,Icon Entertainment International,4564
10502,Warner Bros.,6194
10440,TriStar Pictures,559
9516,New Line Cinema,12
2320,Silver Pictures,1885
2320,Warner Bros.,6194
5879,Argos Films,6116
5879,Oshima Productions,13139
5879,Shibata Organisation,14668
83718,The Samuel Goldwyn Company,8888
83718,Good Machine,10565
11971,Renaissance Films,3102
11971,American Playhouse Theatrical Films,8827
2625,TriStar Pictures,559
2625,Rastar Films,1177
31911,Warner Bros.,6194
31911,The Samuel Goldwyn Company,8888
31911,Night Life Inc.,16827
788,Twentieth Century Fox Film Corporation,306
788,Blue Wolf,10230
21450,Thin Man Films,10100
21450,The Criterion Collection,10932
11231,Columbia Pictures Corporation,441
41588,Regency Enterprises,508
41588,Alcor Films,644
41588,Ixtlan,4198
41588,Warner Bros.,6194
41588,New Regency Pictures,10104
10447,Columbia Pictures Corporation,441
10447,Pacific Western,1280
10447,Allied Filmmakers,1755
10447,Platinum Pictures,4972
31586,Columbia Pictures,5
31586,New Line Cinema,12
31586,Castle Rock Entertainment,97
9300,Mikado Film,11912
9300,Lenfilm Studio,27593
9300,Adventure Pictures,36765
9559,Malpaso Productions,171
9559,Warner Bros.,6194
9800,TriStar Pictures,559
9800,Clinica Estetico,1274
713,New South Wales Film & Television Office,418
713,The Australian Film Commission,5186
713,CiBy 2000,7832
713,Jan Chapman Productions,14089
8291,Columbia Pictures,5
18133,Touchstone Pictures,9195
25557,Hollywood Pictures,915
22588,Universal Pictures,33
10872,Touchstone Pictures,9195
10872,Don Simpson/Jerry Bruckheimer Films,10288
1245,Columbia Pictures,5
1245,Merchant Ivory Productions,2370
11858,Cinergi Pictures Entertainment,1504
11858,Touchstone Pictures,9195
7007,Twentieth Century Fox Film Corporation,306
7007,Walrus & Associates,8780
10467,Columbia Pictures,5
10467,Beacon Pictures,10157
5550,Orion Pictures,41
8005,Gaumont,9
8005,Twentieth Century Fox Film Corporation,306
8005,Brooksfilms,5612
2088,Working Title Films,10163
2088,Polygram Filmed Entertainment,31080
2088,Hilary Henkin,36907
10412,The Australian Film Commission,5186
10412,Film Victoria,11840
10412,Seon Film Productions,39712
10412,Romper Stomper Pty. Ltd.,50619
47889,Ruby in Paradise,75712
47889,Full Crew/Say Yea,75713
14534,TriStar Pictures,559
56583,David V. Picker Productions,14374
56583,Nessa Hyams,36789
56583,Carrie Productions Inc.,36790
41878,Société Nouvelle de Cinématographie,249
41878,La Sept Cinéma,16366
424,Universal Pictures,33
424,Amblin Entertainment,56
35233,Twentieth Century Fox Film Corporation,306
35233,Santo Domingo Film & Music Video,28822
14291,Mirage Enterprises,932
103413,Regency Enterprises,508
103413,Alcor Films,644
103413,Warner Bros.,6194
103413,Fron Film Production,37265
11236,American Zoetrope,70
11236,Warner Bros.,6194
11592,Savoy Pictures,11308
11592,Polar Entertainment,17411
8850,Universal Pictures,33
10445,Shadowlands Productions,5553
10445,Savoy Pictures,11308
695,Fine Line Features,8
695,Spelling Entertainment,272
695,Avenue Entertainment,408
43535,Touchstone Pictures,9195
12519,Miramax Films,14
12519,Sarah Radclyffe Productions - Sirens Limited,25158
12519,British Screen Finance Ltd,25159
12519,Samson Productions II,25160
23210,Metro-Goldwyn-Mayer (MGM),8411
23210,New Regency Pictures,10104
23210,Maiden Movies,36889
858,TriStar Pictures,559
867,Paramount Pictures,4
867,Robert Evans Company,94856
78,Shaw Brothers,5798
78,Warner Bros.,6194
78,The Ladd Company,7965
13203,Hollywood Pictures,915
10442,TriStar Pictures,559
11074,Columbia Pictures Industries,5848
11074,Columbia Films S.A.,6386
33367,,
9607,Hollywood Pictures,915
9607,Cinergi Pictures Entertainment,1504
9607,Allied Filmmakers,1755
9607,Walt Disney,5888
9607,Nintendo,12288
17585,New Line Cinema,12
9057,Hollywood Pictures,915
9057,PolyGram Filmed Entertainment,1382
9057,Interscope Communications,10201
9057,Nomura Babcock & Brown,12883
20967,Rhombus Media,164
10635,TriStar Pictures,559
10635,Motion Picture Corporation of America (MPCA),11061
9479,Tim Burton Productions,8601
9479,Skellington Productions Inc.,8835
9479,Touchstone Pictures,9195
10057,Walt Disney Pictures,2
10057,Caravan Pictures,175
11969,Hollywood Pictures,915
11969,Cinergi Pictures Entertainment,1504
41590,Warner Bros.,6194
41590,Morgan Creek Productions,10210
319,Davis-Films,342
319,August Entertainment,3322
319,Warner Bros.,6194
319,Morgan Creek Productions,10210
26408,,
15139,Twentieth Century Fox Film Corporation,306
15139,Turner Pictures (I),6189
161158,Téléfilm Canada,806
161158,The Ontario Film Development Corporation,1203
161158,Alliance Communications Corporation,2480
218473,,
85247,Republic Pictures (II),10348
85247,Keystone Film Company (II),37572
11446,,
51980,Renn Productions,82
51980,France 2 Cinéma,83
51980,DD Productions,1524
24405,Warner Bros.,6194
24405,Morgan Creek Productions,10210
11655,CNCAIMC,6566
11800,Fine Line Features,8
11800,Some Film,2658
8223,CiBy 2000,7832
8223,El Deseo S.A.,11736
14587,Channel 4 Television,5778
31504,Columbia Pictures,5
31504,Castle Rock Entertainment,97
41653,SVT Drama,157
41653,Nordisk Film,235
41653,Svensk Filmindustri (SF),6181
41653,Svenska Filminstitutet (SFI),7446
53185,,
95743,,
23637,,
17600,Fine Line Features,8
17600,Swelter Films,55150
17600,Buckeye Films,55151
10897,Universal Pictures,33
10897,Amblin Entertainment,56
10897,King World Entertainment,23506
349394,,
21352,Paramount Pictures,4
68806,,
37345,TriStar Pictures,559
32562,Sony Pictures Classics,58
32562,Channel Four Films,181
32562,Arte,201
32562,Brillstein-Grey Entertainment,1606
32562,Home Box Office (HBO),3268
32562,Columbia Pictures Television,3614
32562,Zweites Deutsches Fernsehen (ZDF),4606
32562,Telling Pictures,58855
47507,,
25403,Sacher Film,9364
25403,La Sept Cinéma,16366
25403,Banfilm,20769
124304,Oscar Kramer S.A.,37352
124304,Aura Film,37353
124304,Mojame S.A.,37354
9066,Paramount Pictures,4
771,Twentieth Century Fox Film Corporation,306
771,Hughes Entertainment,477
251,Paramount Pictures,4
812,Walt Disney Pictures,2
280,Lightstorm Entertainment,574
280,Pacific Western,1280
280,Canal+,5358
280,Carolco Pictures,14723
280,T2 Productions,61409
581,Tig Productions,335
581,Majestic Films International,2630
80350,Shapiro-Glickenhaus Entertainment,16636
268,PolyGram Filmed Entertainment,1382
268,The Guber-Peters Company,4357
268,Warner Bros.,6194
274,Orion Pictures,41
274,Strong Heart/Demme Production,55072
408,Walt Disney Productions,3166
10020,Walt Disney Pictures,2
10020,Walt Disney Animation Studios,6125
10020,Silver Screen Partners IV,10282
10895,RKO Radio Pictures,6
10895,Walt Disney Productions,3166
114,Touchstone Pictures,9195
114,Silver Screen Partners IV,10282
41043,Sodaperaga Productions,7399
41043,La Sept Cinéma,23647
41043,Fontaine Sarl,38963
576,Warner Brothers/Seven Arts,4051
15477,Trimark Pictures,4063
59146,Long Shong Pictures,5551
124472,,
30528,Twentieth Century Fox Film Corporation,306
30528,Ubu Productions,46108
7300,Twentieth Century Fox Film Corporation,306
7300,Fox 2000 Pictures,711
7300,Via Rosa Productions,10103
7300,Rosa Productions,81131
10824,Propaganda Films,278
10824,PolyGram Filmed Entertainment,1382
261246,BBC,5996
275,PolyGram Filmed Entertainment,1382
275,Working Title Films,10163
25059,Walt Disney Pictures,2
11827,Canadian Film Development Corporation (CFDC),4952
8766,Miramax Films,14
8766,Dimension Films,7405
8766,Trans Atlantic Entertainment,15343
23570,Miramax Films,14
23570,The Chess Club,65446
47333,Miramax Films,14
54850,,
51242,,
10112,Walt Disney Productions,3166
4307,El Deseo,49
4307,Ciby 2000,105
46029,PolyGram Filmed Entertainment,1382
46029,Lolafilms,6861
46029,Touchstone Pictures,9195
46029,Interscope Communications,10201
46029,Sociedad General de Televisión (Sogetel),20295
46029,Fernando Trueba Producciones Cinematográficas,21108
32308,Universal Pictures,33
88893,,
52873,TF1 Films Productions,356
52873,Les Films Alain Sarde,635
123505,,
340210,,
44281,Cinétéléfilms,71842
44281,France Média,75423
44281,Les Films du Scarabée,75424
28121,New Line Cinema,12
28121,Savoy Pictures,11308
12520,Columbia Pictures Corporation,441
12520,The Vault,6032
12520,WF/X,38091
1592,Paramount Pictures,4
166901,,
36447,,
19042,Metro-Goldwyn-Mayer (MGM),8411
38884,Road Movies Filmproduktion GmbH,45
38884,BIM Distribuzione,225
38884,Filmstiftung Nordrhein-Westfalen,315
38884,Diaphana Films,744
38884,Eurimages,850
38884,Road Movies Dritte Produktionen,982
38884,Parallax Pictures,983
38884,Degeto Film,986
38884,British Broadcasting Corporation (BBC),3324
38884,Televisión Española (TVE),6639
38884,Canal+ España,9335
38884,Working Title Films,10163
38884,British Screen Productions,12745
38884,Messidor Films,14245
38884,European Co-production Fund,30226
47449,Davis Entertainment,1302
47449,Skyline Entertainment Partners,38179
47449,Dark Matter Productions,38180
36259,New Line Cinema,12
41852,United Artists,60
40926,,
9099,Imagine Entertainment,23
9099,Universal Pictures,33
2021,Granada Film Productions,247
2021,Mainstream S.A.,271
2021,Canal+,5358
2021,British Screen Productions,20777
2021,Polygram Filmed Entertainment,31080
61752,Fox Searchlight Pictures,43
61752,40 Acres & A Mule Filmworks,4319
10988,Marvin Worth Productions,976
10988,ABC Productions,3668
10988,Warner Bros.,6194
10988,Morgan Creek Productions,10210
11479,Procirep,311
11479,TF1 Films Production,3823
11479,Canal+,5358
11479,Touchstone Pictures,9195
11479,Ice Films,14191
398959,Roxy Film,101
398959,Made in Munich Filmproduktion,80481
287305,Westdeutscher Rundfunk (WDR),7025
339428,Senator Film Produktion,191
12652,,
10684,Twentieth Century Fox Film Corporation,306
10684,Davis Entertainment,1302
954,Paramount Pictures,4
954,Cruise/Wagner Productions,44
68445,Icicle,7325
68445,Film Fonds,7326
68445,Pandora Filmproduktion (,7327
18989,Trilogy Entertainment Group,2231
18989,Metro-Goldwyn-Mayer (MGM),8411
18989,Spelling Films,10355
10801,Constantin Film,47
54285,Park Chul-Soo Films Ltd.,6636
8840,Universal Pictures,33
278978,,
124625,,
11107,Hollywood Pictures,915
11107,PolyGram Filmed Entertainment,1382
11107,Island Pictures,3492
16417,Distant Horizons,1066
16417,Koukus Troika,38208
16417,Toron Screen Corporation,38209
70934,,
10363,Titanus,641
10363,Paris Film,7046
10363,Robert et Raymond Hakim,11290
161070,Granada Film Productions,247
161070,Majestic Films International,20928
161070,Newcomm,38178
10539,Walt Disney Pictures,2
10539,Allied Filmmakers,1755
10543,Imagine Entertainment,23
10543,Universal Pictures,33
18414,Paramount Pictures,4
18414,Lakeshore Entertainment,126
47502,New Line Cinema,12
47502,Miramax Films,14
11902,Komuna,653
11902,Barrandov Studios,6242
27098,Per Holst Filmproduktion,17666
25087,FM Entertainment International N.V.,10354
5801,Government of West Bengal,1984
896,Satyajit Ray Productions,26424
3065,Universal Pictures,33
3065,Gramercy Pictures,37
3065,Best Brains,1310
318177,,
2300,Warner Bros. Family Entertainment,3592
2300,Northern Lights Entertainment,8816
2300,Courtside Seats Productions,55527
8069,Paramount Pictures,4
8069,Dino de Laurentiis Cinematografica,1216
8069,Marianne Productions,1497
288173,Libra Pictures,4106
187851,,
27768,,
221917,Castle Rock Entertainment,97
221917,Columbia Pictures Corporation,441
221917,129 Productions,16832
8072,Filmstudio,46654
8072,Athos Films,54659
8072,Chaumiane,63558
35797,Films A2,875
35797,Les Films de la Tour,900
35797,Little Bear,16772
88030,,
185191,,
83857,Mike Lobell Productions,52599
33245,Opala Productions,5270
124460,,
27281,Walt Disney Pictures,2
27281,Interscope Communications,10201
105045,Studio Babelsberg,264
105045,Centre National de la Cinématographie,310
105045,Odessa Films,1712
105045,Canal+,5358
105045,Bioskop Film,5982
105045,Westdeutscher Rundfunk (WDR),7025
40001,TriStar Pictures,559
29621,Van Peebles Films,8331
29621,Triumph Films,23098
29621,Orpheus Films,38955
117730,,
20762,Live Entertainment,285
37144,,
12656,Fine Line Features,8
12656,Jersey Films,216
38867,New Line Cinema,12
38867,Alliance Communications Corporation,2480
38867,Evzen Kolar Productions,26109
277270,,
25969,New Line Cinema,12
44103,Favorite Films,4655
753,Maurice McEndree Productions,452
753,Walter Reade Organization Inc.,453
753,Faces International Films,454
43634,PolyGram Filmed Entertainment,1382
43634,Touchstone Pictures,9195
43634,Interscope Communications,10201
9103,Universal Pictures,33
9103,Signature Pictures,2982
9103,MDP Worldwide,10828
9103,Selima Films AVV,38114
90214,,
29649,Jersey Films,216
29649,TriStar Pictures,559
10990,Metro-Goldwyn-Mayer (MGM),8411
8866,Twentieth Century Fox Film Corporation,306
8866,Noon Attack Pictures,55140
12233,Walt Disney Pictures,2
12233,Silver Screen Partners III,554
23449,Caravan Pictures,175
23449,Hollywood Pictures,915
36355,Universal Pictures,33
36355,The Bubble Factory,27128
36355,American Films,38181
37667,Distant Horizons,1066
37667,British Broadcasting Corporation (BBC),3324
37667,Miramax,53009
90148,Miramax Films,14
922,JVC Entertainment,182
922,Pandora Filmproduktion,254
922,Newmarket Capital Group,506
922,12 Gauge Productions,663
11876,France 2 Cinéma,83
11876,Hachette Première,582
11876,Canal+,5358
52633,Centaur Pictures Inc.,17777
62364,,
11687,Canal Plus,104
11687,Gaumont International,7961
11687,France 3 Cinema,16804
