title,runtime,release_year
Stonewall,99.0,1995.0
Ransom,117.0,1996.0
High School High,86.0,1996.0
Phat Beach,89.0,1996.0
Foxfire,102.0,1996.0
Chain Reaction,107.0,1996.0
Matilda,98.0,1996.0
Emma,121.0,1996.0
The Crow: City of Angels,84.0,1996.0
House Arrest,108.0,1996.0
Eyes Without a Face,90.0,1960.0
Bordello of Blood,87.0,1996.0
Lotto Land,87.0,1995.0
The Story of Xinghua,90.0,1994.0
The Day the Sun Turned Cold,99.0,1994.0
Flirt,85.0,1995.0
The Big Squeeze,98.0,1996.0
The Spitfire Grill,117.0,1996.0
Escape from L.A.,97.0,1996.0
Cyclo,123.0,1995.0
Basquiat,108.0,1996.0
Tin Cup,135.0,1996.0
Dingo,109.0,1991.0
The Ballad of Narayama,98.0,1958.0
Every Other Weekend,104.0,1990.0
Mille bolle blu,0.0,1993.0
Crows and Sparrows,113.0,1949.0
The Godfather,175.0,1972.0
Maybe... Maybe Not,90.0,1994.0
Police Story 3: Supercop,95.0,1992.0
Manny & Lo,88.0,1996.0
Wife,89.0,1953.0
Small Faces,108.0,1996.0
Bound,108.0,1996.0
Carpool,89.0,1996.0
Death in Brunswick,109.0,1990.0
Kansas City,116.0,1996.0
Gone Fishin',94.0,1997.0
Lover's Knot,82.0,1996.0
Vive L'Amour,118.0,1994.0
Shadow of Angels,101.0,1976.0
Killer: A Journal of Murder,91.0,1996.0
Nothing to Lose,0.0,1994.0
Project S,104.0,1993.0
Girls Town,90.0,1996.0
Bye-Bye,104.0,1995.0
The Relic,110.0,1997.0
The Island of Dr. Moreau,96.0,1996.0
First Kid,101.0,1996.0
The Trigger Effect,94.0,1996.0
Sweet Nothing,89.0,1995.0
Bogus,110.0,1996.0
Bulletproof,84.0,1996.0
Talk of Angels,96.0,1998.0
The Land Before Time III: The Time of the Great Giving,71.0,1995.0
1-900,0.0,1994.0
Baton Rouge,,1988.0
Halloween: The Curse of Michael Myers,88.0,1995.0
Twelfth Night,134.0,1996.0
Mother Night,114.0,1996.0
Liebelei,88.0,1933.0
Venice,110.0,2010.0
Wild Reeds,115.0,1994.0
For Whom the Bell Tolls,170.0,1943.0
The Philadelphia Story,112.0,1940.0
Singin' in the Rain,103.0,1952.0
An American in Paris,113.0,1951.0
Funny Face,103.0,1957.0
Breakfast at Tiffany's,110.0,1961.0
Vertigo,128.0,1958.0
Rear Window,112.0,1954.0
It Happened One Night,105.0,1934.0
Gaslight,114.0,1944.0
The Gay Divorcee,107.0,1934.0
North by Northwest,136.0,1959.0
The Apartment,125.0,1960.0
Some Like It Hot,122.0,1959.0
Charade,113.0,1963.0
Casablanca,102.0,1942.0
The Maltese Falcon,100.0,1941.0
My Fair Lady,170.0,1964.0
Sabrina,113.0,1954.0
Roman Holiday,119.0,1953.0
The Little Princess,93.0,1939.0
Meet Me in St. Louis,113.0,1944.0
The Wizard of Oz,102.0,1939.0
Gone with the Wind,238.0,1939.0
My Favorite Year,92.0,1982.0
Sunset Boulevard,110.0,1950.0
Citizen Kane,119.0,1941.0
2001: A Space Odyssey,149.0,1968.0
Golden Earrings,95.0,1947.0
All About Eve,138.0,1950.0
The Women,133.0,1939.0
Rebecca,130.0,1940.0
Foreign Correspondent,120.0,1940.0
Notorious,102.0,1946.0
Spellbound,111.0,1945.0
An Affair to Remember,111.0,1957.0
To Catch a Thief,106.0,1955.0
Father of the Bride,92.0,1950.0
The Band Wagon,112.0,1953.0
Ninotchka,110.0,1939.0
Love in the Afternoon,130.0,1957.0
Gigi,116.0,1958.0
The Reluctant Debutante,94.0,1958.0
The Adventures of Robin Hood,102.0,1938.0
The Mark of Zorro,94.0,1940.0
Laura,88.0,1944.0
The Ghost and Mrs. Muir,104.0,1947.0
Lost Horizon,97.0,1937.0
Top Hat,101.0,1935.0
To Be or Not to Be,99.0,1942.0
My Man Godfrey,94.0,1936.0
Giant,201.0,1956.0
East of Eden,115.0,1955.0
The Thin Man,93.0,1934.0
His Girl Friday,92.0,1940.0
Around the World in Eighty Days,167.0,1956.0
It's a Wonderful Life,130.0,1946.0
Mr. Smith Goes to Washington,129.0,1939.0
Bringing Up Baby,102.0,1938.0
Penny Serenade,119.0,1941.0
The Scarlet Letter,115.0,1926.0
Lady of Burlesque,91.0,1943.0
Of Human Bondage,83.0,1934.0
Angel on My Shoulder,100.0,1946.0
Little Lord Fauntleroy,102.0,1936.0
They Made Me a Criminal,92.0,1939.0
The Inspector General,101.0,1949.0
Angel and the Badman,100.0,1947.0
The 39 Steps,86.0,1935.0
A Walk in the Sun,117.0,1945.0
The Outlaw,116.0,1943.0
Night of the Living Dead,96.0,1968.0
The African Queen,105.0,1951.0
Beat the Devil,89.0,1953.0
Cat on a Hot Tin Roof,108.0,1958.0
The Last Time I Saw Paris,116.0,1954.0
Meet John Doe,122.0,1941.0
Algiers,96.0,1938.0
Something to Sing About,93.0,1937.0
A Farewell to Arms,89.0,1932.0
Moonlight Murder,65.0,1936.0
Nothing Personal,83.0,1996.0
"Yes, Madam",93.0,1985.0
Dangerous Ground,95.0,1997.0
Picnic,115.0,1955.0
Madagascar Skin,96.0,1995.0
The Pompatus of Love,99.0,1996.0
Small Wonders,77.0,1995.0
Fly Away Home,107.0,1996.0
Bliss,103.0,1997.0
Grace of My Heart,116.0,1996.0
Brother of Sleep,127.0,1995.0
Maximum Risk,100.0,1996.0
Michael Collins,132.0,1996.0
The Rich Man's Wife,94.0,1996.0
Infinity,119.0,1996.0
Big Night,107.0,1996.0
Last Man Standing,101.0,1996.0
Caught,110.0,1996.0
Set It Off,118.0,1996.0
2 Days in the Valley,104.0,1996.0
Curdled,88.0,1996.0
L'associé,94.0,1979.0
Ed's Next Move,88.0,1996.0
Extreme Measures,118.0,1996.0
The Glimmer Man,92.0,1996.0
D3: The Mighty Ducks,104.0,1996.0
The Chamber,113.0,1996.0
The Apple Dumpling Gang,100.0,1975.0
"Davy Crockett, King of the Wild Frontier",93.0,1955.0
Escape to Witch Mountain,97.0,1975.0
The Love Bug,107.0,1968.0
Herbie Rides Again,88.0,1974.0
Old Yeller,83.0,1957.0
The Parent Trap,129.0,1961.0
Pollyanna,134.0,1960.0
Homeward Bound: The Incredible Journey,84.0,1993.0
The Shaggy Dog,104.0,1959.0
Swiss Family Robinson,126.0,1960.0
That Darn Cat!,112.0,1965.0
"20,000 Leagues Under the Sea",127.0,1954.0
Cool Runnings,98.0,1993.0
Angels in the Outfield,102.0,1994.0
Cinderella,74.0,1950.0
Winnie the Pooh and the Blustery Day,25.0,1968.0
The Three Caballeros,71.0,1944.0
The Sword in the Stone,79.0,1963.0
So Dear to My Heart,79.0,1948.0
Robin Hood: Prince of Thieves,143.0,1991.0
Mary Poppins,139.0,1964.0
Dumbo,64.0,1941.0
Pete's Dragon,128.0,1977.0
Bedknobs and Broomsticks,117.0,1971.0
Alice in Wonderland,75.0,1951.0
The Fox and the Hound,82.0,1981.0
Freeway,110.0,1996.0
The Sound of Music,174.0,1965.0
Die Hard,131.0,1988.0
The Lawnmower Man,108.0,1992.0
Unhook the Stars,103.0,1996.0
Synthetic Pleasures,85.0,1995.0
The Secret Agent,95.0,1996.0
Secrets & Lies,142.0,1996.0
That Thing You Do!,108.0,1996.0
To Gillian on Her 37th Birthday,93.0,1996.0
Surviving Picasso,125.0,1996.0
Love Is All There Is,105.0,1996.0
Beautiful Thing,90.0,1996.0
The Long Kiss Goodnight,120.0,1996.0
The Ghost and the Darkness,109.0,1996.0
Looking for Richard,112.0,1996.0
Trees Lounge,95.0,1996.0
The Proprietor,0.0,1996.0
Normal Life,101.0,1996.0
Get on the Bus,120.0,1996.0
Shadow Conspiracy,103.0,1997.0
Jude,123.0,1996.0
Everyone Says I Love You,101.0,1996.0
Bitter Sugar,102.0,1996.0
Romeo + Juliet,120.0,1996.0
Swingers,94.0,1996.0
Sleepers,147.0,1996.0
Johns,96.0,1996.0
Aladdin and the King of Thieves,81.0,1996.0
The Woman in Question,88.0,1952.0
Shall We Dance,109.0,1937.0
A Damsel in Distress,101.0,1937.0
Crossfire,86.0,1947.0
"Murder, My Sweet",95.0,1944.0
Macao,81.0,1952.0
For the Moment,115.0,1993.0
Willy Wonka & the Chocolate Factory,100.0,1971.0
The Sexual Life of the Belgians,85.0,1994.0
The Innocents,100.0,1961.0
Sleeper,89.0,1973.0
Bananas,82.0,1971.0
A Fish Called Wanda,108.0,1988.0
Life of Brian,94.0,1979.0
Victor/Victoria,132.0,1982.0
The Candidate,110.0,1972.0
The Great Race,160.0,1965.0
Bonnie and Clyde,111.0,1967.0
The Old Man and the Sea,86.0,1958.0
Dial M for Murder,104.0,1954.0
Madame Butterfly,135.0,1995.0
Dirty Dancing,100.0,1987.0
Reservoir Dogs,99.0,1992.0
Platoon,120.0,1986.0
Weekend at Bernie's,97.0,1989.0
Basic Instinct,127.0,1992.0
The Doors,140.0,1991.0
The Crying Game,112.0,1992.0
Glengarry Glen Ross,100.0,1992.0
Sophie's Choice,151.0,1982.0
E.T. the Extra-Terrestrial,115.0,1982.0
The Search for One-eye Jimmy,80.0,1994.0
A Christmas Carol,69.0,1938.0
Days of Thunder,107.0,1990.0
Top Gun,110.0,1986.0
American Strays,97.0,1996.0
Rebel Without a Cause,111.0,1955.0
A Streetcar Named Desire,125.0,1951.0
Children of the Corn IV: The Gathering,85.0,1996.0
The Leopard Son,87.0,1996.0
Charm's  Incidents,88.0,1996.0
Bird of Prey,105.0,1995.0
Microcosmos,80.0,1996.0
Palookaville,92.0,1995.0
The Associate,114.0,1996.0
The Funeral,99.0,1996.0
The Sleepover,6.0,2013.0
A Single Girl,90.0,1995.0
The Eighth Day,118.0,1996.0
North Star,90.0,1996.0
Drunks,90.0,1997.0
The People vs. Larry Flynt,129.0,1996.0
Glory Daze,100.0,1995.0
A Perfect Candidate,105.0,1996.0
On Golden Pond,109.0,1981.0
The Return of the Pink Panther,113.0,1975.0
Drop Dead Fred,103.0,1991.0
The Abyss,139.0,1989.0
The Fog,89.0,1980.0
Escape from New York,99.0,1981.0
The Howling,91.0,1981.0
Jean de Florette,120.0,1986.0
Manon of the Spring,120.0,1986.0
Johnny 100 Pesos,90.0,1993.0
Private Benjamin,109.0,1980.0
Monty Python and the Holy Grail,91.0,1975.0
Hustler White,79.0,1996.0
Dadetown,93.0,1995.0
Everything Relative,110.0,1996.0
Entertaining Angels - The Dorothy Day Story,112.0,1996.0
Three Lives and Only One Death,123.0,1996.0
The Line King: The Al Hirschfeld Story,86.0,1996.0
Snowriders,96.0,1996.0
Curtis's Charm,74.0,1995.0
When We Were Kings,89.0,1996.0
The Wrong Trousers,30.0,1993.0
JLG/JLG: Self-Portrait in December,62.0,1995.0
The Return of Martin Guerre,122.0,1982.0
Faust,97.0,1994.0
He Walked by Night,79.0,1948.0
Raw Deal,79.0,1948.0
T-Men,92.0,1947.0
The Children Are Watching Us,84.0,1944.0
Pastoral Symphony,110.0,1946.0
Here Comes Cookie,65.0,1935.0
Love In Bloom,75.0,1935.0
Six of a Kind,62.0,1934.0
The Tin Drum,142.0,1979.0
The Ruling Class,154.0,1972.0
Mina Tannenbaum,0.0,1994.0
2 or 3 Things I Know About Her,100.0,1967.0
The Bloody Child,85.0,1996.0
Dear God,112.0,1996.0
Bad Moon,80.0,1996.0
American Dream,98.0,1990.0
Best of the Best 3: No Turning Back,90.0,1995.0
Bob Roberts,102.0,1992.0
Cinema Paradiso,124.0,1988.0
"The Cook, the Thief, His Wife & Her Lover",125.0,1989.0
Dead Tired,0.0,1994.0
Delicatessen,99.0,1991.0
The Double Life of Veronique,97.0,1991.0
Enchanted April,89.0,1991.0
Paths of Glory,88.0,1957.0
The Grifters,110.0,1990.0
Hear My Song,113.0,1991.0
The Shooter,91.0,1997.0
The English Patient,162.0,1996.0
Mediterraneo,96.0,1991.0
My Left Foot: The Story of Christy Brown,103.0,1989.0
"Sex, Lies, and Videotape",100.0,1989.0
Passion Fish,135.0,1992.0
Strictly Ballroom,94.0,1992.0
The Thin Blue Line,103.0,1988.0
Tie Me Up! Tie Me Down!,111.0,1989.0
Madonna: Truth or Dare,119.0,1991.0
Paris is Burning,71.0,1990.0
One Flew Over the Cuckoo's Nest,133.0,1975.0
Up in Smoke,86.0,1978.0
The Empire Strikes Back,124.0,1980.0
The Princess Bride,98.0,1987.0
Raiders of the Lost Ark,115.0,1981.0
Brazil,132.0,1985.0
Aliens,137.0,1986.0
"The Good, the Bad and the Ugly",161.0,1966.0
Withnail & I,107.0,1987.0
12 Angry Men,96.0,1957.0
Lawrence of Arabia,216.0,1962.0
A Clockwork Orange,136.0,1971.0
To Kill a Mockingbird,129.0,1962.0
Apocalypse Now,153.0,1979.0
Once Upon a Time in the West,175.0,1968.0
Return of the Jedi,135.0,1983.0
Wings of Desire,128.0,1987.0
The Third Man,104.0,1949.0
GoodFellas,145.0,1990.0
Alien,117.0,1979.0
Army of Darkness,81.0,1992.0
The Big Blue,168.0,1988.0
Ran,162.0,1985.0
The Killer,110.0,1989.0
Psycho,109.0,1960.0
The Blues Brothers,133.0,1980.0
The Godfather: Part II,200.0,1974.0
Full Metal Jacket,116.0,1987.0
A Grand Day Out,23.0,1990.0
Henry V,137.0,1989.0
Amadeus,160.0,1984.0
The Quiet Man,129.0,1952.0
Once Upon a Time in America,229.0,1984.0
Raging Bull,129.0,1980.0
Annie Hall,93.0,1977.0
The Right Stuff,193.0,1983.0
Stalker,163.0,1979.0
Das Boot,149.0,1981.0
The Sting,129.0,1973.0
Harold and Maude,91.0,1971.0
Trust,107.0,1990.0
The Seventh Seal,96.0,1957.0
Local Hero,111.0,1983.0
The Terminator,108.0,1984.0
Braindead,104.0,1992.0
Glory,122.0,1989.0
Rosencrantz & Guildenstern Are Dead,117.0,1991.0
Manhattan,96.0,1979.0
Miller's Crossing,115.0,1990.0
Dead Poets Society,129.0,1989.0
The Graduate,106.0,1967.0
Touch of Evil,95.0,1958.0
La Femme Nikita,115.0,1990.0
The Bridge on the River Kwai,161.0,1957.0
8½,138.0,1963.0
Chinatown,130.0,1974.0
The Day the Earth Stood Still,92.0,1951.0
The Treasure of the Sierra Madre,126.0,1948.0
Bad Taste,91.0,1987.0
Duck Soup,68.0,1933.0
Better Off Dead...,97.0,1985.0
The Shining,144.0,1980.0
Stand by Me,89.0,1986.0
M,117.0,1931.0
Evil Dead II,84.0,1987.0
The Great Escape,172.0,1963.0
The Deer Hunter,183.0,1978.0
Diva,117.0,1981.0
Groundhog Day,101.0,1993.0
Unforgiven,131.0,1992.0
The Manchurian Candidate,126.0,1962.0
Pump up the Volume,105.0,1990.0
Arsenic and Old Lace,118.0,1944.0
Back to the Future,116.0,1985.0
Fried Green Tomatoes,130.0,1991.0
Patton,172.0,1970.0
Down by Law,107.0,1986.0
Akira,124.0,1988.0
Highlander,116.0,1986.0
Cool Hand Luke,126.0,1967.0
Cyrano de Bergerac,137.0,1990.0
Young Frankenstein,106.0,1974.0
Night on Earth,129.0,1991.0
Raise the Red Lantern,125.0,1991.0
The Great Dictator,125.0,1940.0
Fantasia,124.0,1940.0
High Noon,85.0,1952.0
The Big Sleep,116.0,1946.0
Heathers,102.0,1988.0
Somewhere in Time,103.0,1980.0
Ben-Hur,212.0,1959.0
This Is Spinal Tap,82.0,1984.0
Koyaanisqatsi,87.0,1982.0
Some Kind of Wonderful,95.0,1987.0
Indiana Jones and the Last Crusade,127.0,1989.0
Being There,130.0,1979.0
Gandhi,191.0,1982.0
The Unbearable Lightness of Being,171.0,1988.0
A Room with a View,117.0,1985.0
Real Genius,106.0,1985.0
Pink Floyd: The Wall,95.0,1982.0
The Killing Fields,141.0,1984.0
My Life as a Dog,101.0,1985.0
Forbidden Planet,98.0,1956.0
Field of Dreams,107.0,1989.0
The Man Who Would Be King,129.0,1975.0
Butch Cassidy and the Sundance Kid,110.0,1969.0
"Paris, Texas",147.0,1984.0
Until the End of the World,287.0,1991.0
When Harry Met Sally...,96.0,1989.0
I Shot a Man in Vegas,86.0,1996.0
Parallel Sons,93.0,1995.0
Hype!,84.0,1996.0
Santa with Muscles,93.0,1996.0
Female Perversions,119.0,1996.0
Mad Dog Time,93.0,1996.0
Breathing Room,90.0,1996.0
Paris Was a Woman,75.0,1996.0
I'm Not Rappaport,135.0,1996.0
Blue Juice,90.0,1995.0
Kids of Survival,0.0,1996.0
Alien³,114.0,1992.0
An American Werewolf in London,97.0,1981.0
Amityville: It's About Time,91.0,1992.0
Amityville 3-D,105.0,1983.0
Amityville: Dollhouse,93.0,1996.0
Amityville: A New Generation,90.0,1993.0
Amityville II: The Possession,104.0,1982.0
The Amityville Horror,117.0,1979.0
The Amityville Curse,91.0,1989.0
Blood for Dracula,103.0,1974.0
April Fool's Day,89.0,1986.0
Audrey Rose,113.0,1977.0
The Believers,114.0,1987.0
The Birds,119.0,1963.0
The Blob,86.0,1958.0
Blood Beach,92.0,1980.0
Body Parts,88.0,1991.0
The Body Snatcher,77.0,1945.0
Dracula,128.0,1992.0
Bride of Frankenstein,75.0,1935.0
Burnt Offerings,116.0,1976.0
Candyman,99.0,1992.0
Cape Fear,128.0,1991.0
Cape Fear,105.0,1962.0
Carrie,98.0,1976.0
Cat People,118.0,1982.0
A Nightmare on Elm Street,91.0,1984.0
Nosferatu,94.0,1922.0
Vampire in Venice,97.0,1988.0
The Omen,111.0,1976.0
Blood and Wine,101.0,1996.0
Albino Alligator,97.0,1996.0
The Mirror Has Two Faces,126.0,1996.0
Breaking the Waves,159.0,1996.0
Nightwatch,102.0,1997.0
Star Trek: First Contact,111.0,1996.0
Shine,105.0,1996.0
Sling Blade,135.0,1996.0
Jingle All the Way,89.0,1996.0
Identification of a Woman,128.0,1982.0
Paradise Lost: The Child Murders at Robin Hood Hills,150.0,1996.0
The Preacher's Wife,124.0,1996.0
Zero Kelvin,118.0,1995.0
Ridicule,102.0,1996.0
The Crucible,124.0,1996.0
101 Dalmatians,103.0,1996.0
The Forbidden Christ,0.0,1951.0
I Can't Sleep,112.0,1994.0
Die Hard 2,124.0,1990.0
Star Trek: The Motion Picture,132.0,1979.0
Star Trek VI: The Undiscovered Country,113.0,1991.0
Star Trek V: The Final Frontier,107.0,1989.0
Star Trek II: The Wrath of Khan,113.0,1982.0
Star Trek III: The Search for Spock,105.0,1984.0
Star Trek IV: The Voyage Home,119.0,1986.0
Batman Returns,126.0,1992.0
Young Guns,107.0,1988.0
Young Guns II,132.0,1990.0
Grease,110.0,1978.0
Grease 2,115.0,1982.0
Marked for Death,94.0,1990.0
Adrenalin: Fear the Rush,77.0,1996.0
The Substance of Fire,97.0,1996.0
Under Siege,103.0,1992.0
Terror in a Texas Town,80.0,1958.0
Jaws,124.0,1975.0
Jaws 2,116.0,1978.0
Jaws 3-D,99.0,1983.0
My Fellow Americans,101.0,1996.0
Mars Attacks!,106.0,1996.0
Citizen Ruth,104.0,1996.0
Jerry Maguire,139.0,1996.0
Raising Arizona,94.0,1987.0
Tin Men,112.0,1987.0
Sneakers,126.0,1992.0
Bastard Out of Carolina,97.0,1996.0
In Love and War,113.0,1996.0
Marvin's Room,98.0,1996.0
Somebody Is Waiting,96.0,1996.0
Ghosts of Mississippi,130.0,1996.0
Night Falls on Manhattan,113.0,1996.0
Beavis and Butt-Head Do America,81.0,1996.0
La Cérémonie,111.0,1995.0
Scream,111.0,1996.0
The Last of the Mohicans,112.0,1992.0
Michael,105.0,1996.0
The Evening Star,129.0,1996.0
Hamlet,242.0,1996.0
Some Mother's Son,112.0,1996.0
The Whole Wide World,106.0,1996.0
Mother,104.0,1996.0
Thieves,117.0,1996.0
Evita,134.0,1996.0
The Portrait of a Lady,144.0,1996.0
Walkabout,95.0,1971.0
Message to Love: The Isle of Wight Festival,127.0,1996.0
Murder at 1600,107.0,1997.0
Hearts and Minds,113.0,1995.0
Inside,94.0,1996.0
Fierce Creatures,93.0,1997.0
Zeus & Roxanne,98.0,1997.0
Turbulence,100.0,1997.0
Angel Baby,105.0,1995.0
First Strike,107.0,1996.0
Underworld,95.0,1996.0
Beverly Hills Ninja,88.0,1997.0
Metro,117.0,1997.0
The Machine,0.0,1994.0
Falling in Love Again,103.0,1980.0
The Cement Garden,105.0,1993.0
Dante's Peak,108.0,1997.0
Amos & Andrew,96.0,1993.0
Benny & Joon,98.0,1993.0
Prefontaine,106.0,1997.0
A Tickle in the Heart,90.0,1996.0
Guantanamera,105.0,1995.0
McHale's Navy,108.0,1997.0
Kolya,105.0,1996.0
Gridlock'd,91.0,1997.0
Fire on the Mountain,72.0,1996.0
Waiting for Guffman,84.0,1996.0
Prisoner of the Mountains,99.0,1996.0
The Beautician and the Beast,105.0,1997.0
SubUrbia,121.0,1996.0
Hotel de Love,95.0,1996.0
The Pest,82.0,1997.0
Fools Rush In,109.0,1997.0
Touch,96.0,1997.0
Absolute Power,121.0,1997.0
That Darn Cat,89.0,1997.0
Vegas Vacation,93.0,1997.0
Unforgotten: Twenty-Five Years After Willowbrook,0.0,1997.0
That Old Feeling,105.0,1997.0
Lost Highway,134.0,1997.0
Rosewood,140.0,1997.0
Donnie Brasco,127.0,1997.0
Salut cousin !,0.0,1996.0
Booty Call,79.0,1997.0
Rhyme & Reason,0.0,1997.0
Boys Life 2,74.0,1997.0
City of Industry,97.0,1997.0
Best Men,90.0,1997.0
Jungle 2 Jungle,97.0,1997.0
Kama Sutra - A Tale of Love,117.0,1996.0
Private Parts,109.0,1997.0
Love Jones,104.0,1997.0
The Saint,116.0,1997.0
Smilla's Sense of Snow,121.0,1997.0
The Van,100.0,1996.0
Crash,100.0,1996.0
The Daytrippers,87.0,1996.0
Liar Liar,86.0,1997.0
The Quiet Room,93.0,1996.0
Selena,127.0,1997.0
The Devil's Own,107.0,1997.0
Cats Don't Dance,75.0,1997.0
B.A.P.S.,90.0,1997.0
Love and Other Catastrophes,78.0,1996.0
Turbo: A Power Rangers Movie,99.0,1997.0
Anna Karenina,108.0,1997.0
Double Team,93.0,1997.0
Inventing the Abbotts,110.0,1997.0
Anaconda,89.0,1997.0
Grosse Pointe Blank,107.0,1997.0
Keys to Tulsa,113.0,1997.0
Kissed,78.0,1996.0
8 Heads in a Duffel Bag,95.0,1997.0
Hollow Reed,102.0,1996.0
Paradise Road,122.0,1997.0
Traveller,101.0,1997.0
All Over Me,93.0,1997.0
A Brother's Kiss,92.0,1997.0
A Chef in Love,100.0,1996.0
Romy and Michele's High School Reunion,92.0,1997.0
Temptress Moon,130.0,1996.0
Volcano,104.0,1997.0
Children of the Revolution,101.0,1996.0
Austin Powers: International Man of Mystery,94.0,1997.0
Breakdown,95.0,1997.0
Broken English,92.0,1996.0
Commandments,88.0,1997.0
Ripe,92.0,1996.0
"Truth or Consequences, N.M.",106.0,1997.0
The Turning,87.0,1992.0
Warriors of Virtue,103.0,1997.0
Fathers' Day,89.0,1997.0
The Fifth Element,126.0,1997.0
Intimate Relations,105.0,1996.0
Nowhere,82.0,1997.0
Losing Chase,98.0,1996.0
Sprung,105.0,1997.0
The Promise,115.0,1995.0
Le Bonheur,79.0,1965.0
Love! Valour! Compassion!,108.0,1997.0
Shall We Dance?,136.0,1996.0
The Second Jungle Book: Mowgli & Baloo,88.0,1997.0
Twin Town,99.0,1997.0
Addicted to Love,100.0,1997.0
Brassed Off,107.0,1996.0
The Designated Mourner,94.0,1997.0
The Lost World: Jurassic Park,129.0,1997.0
Ponette,97.0,1996.0
Schizopolis,96.0,1996.0
Shiloh,93.0,1996.0
Rough Magic,100.0,1995.0
Trial and Error,98.0,1997.0
Buddy,84.0,1997.0
Con Air,115.0,1997.0
Late Bloomers,107.0,1996.0
The Pillow Book,126.0,1996.0
To Have (Or Not),89.0,1995.0
Speed 2: Cruise Control,121.0,1997.0
Squeeze,95.0,1997.0
Sudden Manhattan,80.0,1996.0
The Next Step,0.0,1997.0
Wedding Bell Blues,102.0,1996.0
Batman & Robin,125.0,1997.0
Dream with the Fishes,97.0,1997.0
Roseanna's Grave,98.0,1997.0
Head Above Water,92.0,1996.0
Hercules,93.0,1997.0
The Last Time I Committed Suicide,92.0,1997.0
MURDER and murder,113.0,1996.0
My Best Friend's Wedding,105.0,1997.0
Tetsuo II: Body Hammer,83.0,1992.0
When the Cat's Away,91.0,1996.0
Contempt,103.0,1963.0
Face/Off,138.0,1997.0
Fall,93.0,1997.0
Gabbeh,75.0,1996.0
Mondo,80.0,1995.0
The Innocent Sleep,110.0,1996.0
For Ever Mozart,84.0,1996.0
Men in Black,98.0,1997.0
Out to Sea,106.0,1997.0
Wild America,106.0,1997.0
A Simple Wish,86.0,1997.0
Contact,150.0,1997.0
G.I. Jane,125.0,1997.0
Conan the Barbarian,129.0,1982.0
George of the Jungle,92.0,1997.0
Cop Land,104.0,1997.0
Event Horizon,96.0,1997.0
Spawn,96.0,1997.0
Air Bud,98.0,1997.0
Picture Perfect,105.0,1997.0
In the Company of Men,97.0,1997.0
Free Willy 3: The Rescue,86.0,1997.0
Career Girls,83.0,1997.0
Conspiracy Theory,135.0,1997.0
Desperate Measures,100.0,1998.0
Steel,97.0,1997.0
She's So Lovely,100.0,1997.0
Hoodlum,130.0,1997.0
Leave it to Beaver,84.0,1997.0
Mimic,105.0,1997.0
Money Talks,97.0,1997.0
Excess Baggage,101.0,1997.0
Kull the Conqueror,95.0,1997.0
Air Force One,124.0,1997.0
One Eight Seven,119.0,1997.0
The Hunt for Red October,134.0,1990.0
My Own Private Idaho,104.0,1991.0
"Kiss Me, Guido",86.0,1997.0
Star Maps,86.0,1997.0
In & Out,90.0,1997.0
The Edge,117.0,1997.0
The Peacemaker,124.0,1997.0
L.A. Confidential,138.0,1997.0
Seven Years in Tibet,136.0,1997.0
Kiss the Girls,115.0,1997.0
Soul Food,114.0,1997.0
Kicked in the Head,87.0,1997.0
Wishmaster,90.0,1997.0
A Thousand Acres,105.0,1997.0
The Game,129.0,1997.0
Fire Down Below,105.0,1997.0
U Turn,125.0,1997.0
The Locusts,124.0,1997.0
The Matchmaker,97.0,1997.0
The Assignment,119.0,1997.0
A Smile Like Yours,98.0,1997.0
Ulee's Gold,112.0,1997.0
The Ice Storm,112.0,1997.0
Stag,91.0,1997.0
Chasing Amy,113.0,1997.0
Def Jam's How to Be a Player,93.0,1997.0
The Full Monty,91.0,1997.0
